"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"252","Round 1","National Institute of Technology, Warangal","Transportation Engineering","G1","SC","460","359"
"253","Round 1","National Institute of Technology, Warangal","Geo-technical Engineering","G1","SC","332","307"
"254","Round 1","National Institute of Technology, Warangal","Welding Technology and Non Destructive Testing","G1","OPEN","459","357"
"255","Round 1","National Institute of Technology, Warangal","Water Resources Engineering","G1","SC","321","306"
"256","Round 1","National Institute of Technology, Warangal","Computer Science & Engineering","G1","OBC-NCL","747","722"
"257","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","G1","ST","295","293"
"258","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Information Security and privacy","G1","EWS","572","572"
"259","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science & Engineering","G1","OBC-NCL","641","614"
"260","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Construction Technology and Management","G1","OPEN","484","447"
"261","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Production & Industrial Engineering","G1","OBC-NCL","334","314"
"262","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Power Electronics & Drives","G1","OPEN","476","401"
"263","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Structural Engineering","G1","SC","416","347"
"264","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Transportation Engineering","G1","OPEN","513","389"
"265","Round 1","Visvesvaraya National Institute of Technology, Nagpur","VLSI Design","G1","SC","385","370"
"266","Round 1","National Institute of Technology Andhra Pradesh","Thermal Engineering","G1","OPEN","404","351"
"267","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Geotechnical Engineering","G1","SC","298","279"
"268","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Microelectronics & VLSI Design","G1","SC","315","303"
"269","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power & Energy Systems","G1","SC","283","271"
"270","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Urban & Regional Planning","G1","SC","318","264"
"271","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Computer Science & Engineering","G1","OPEN","718","592"
"272","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech (Bioinformatics)","G1","OPEN","702","500"
"273","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Communication Engineering","G1","SC","314","307"
"274","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Communication Engineering","G1","ST","264","246"
"275","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Software and Data Engineering Group","G1","SC","539","460"
"276","Round 1","Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Software and Data Engineering Group","G1","SC","344","344"
"277","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Artificial Intelligence and Machine Learning","G1","OPEN","606","548"
"278","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","CAD-CAM","G1","SC","291","277"
"279","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Communication & Signal Processing","G1","EWS","358","358"
"280","Round 1","Indian Institute of Information Technology Tiruchirappalli","VLSI Systems","G1","EWS","446","434"
"281","Round 1","Indian Institute of Information Technology , Kalyani","VLSI & Embedded Systems","G1","OBC-NCL","362","330"
"282","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","M.Tech. Robotics and Automation","G1","SC","298","273"
"283","Round 1","Indian Institute of Information Technology, Bhagalpur, Bihar","Electric Vehicle Technology","G1","OBC-NCL","326","326"
"284","Round 1","Indian Institute of Information Technology, Kota","Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science","G1","OPEN","552","506"
"285","Round 1","Indian Institute of Information Technology, Vadodara, Gandhinagar Campus","Data Science","G1","OPEN","542","519"
"286","Round 1","Indian Institute of Information Technology, Vadodara, Diu Campus","Artificial Intelligence","G1","EWS","448","448"
"287","Round 1","Indian Institute of Information Technology (IIIT) Surat","Electronics and Communication Engineering (VLSI)","G1","ST","264","264"
"288","Round 1","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","G1","ST","278","278"
"289","Round 1","International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering","G1","OPEN","385","372"
"290","Round 1","Punjab Engineering College, Chandigarh","Environmental Engineering","G1","ST","246","246"
"291","Round 1","International Institute of Information Technology, Bhubaneswar","Computer Science & Engineering","G1","OPEN","589","519"
"292","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Industrial Systems Engineering","G1","SC","291","262"
"293","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","G1","ST","291","275"
"294","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Sensor Technology","G1","OPEN","498","433"
"295","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Radar and Communications)","G1","OPEN","464","432"
"296","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Mechanical Engineering (Armament and Combat Vehicles)","G1","OBC-NCL","349","338"
"297","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Mechanical Engineering (Marine Engineering)","G1","ST","334","334"
"298","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Mechanical Engineering (Mechanical System Design)","G1","OBC-NCL","387","357"
"299","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Modeling and Simulation","G1","OBC-NCL","456","424"
"300","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Renewable Energy","G1","OBC-NCL","358","322"
"301","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology","G1","SC","295","295"
"302","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Computer Science & Engineering","G1","EWS","354","354"
"303","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","G1","ST","295","295"
"304","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","G1","ST","295","295"
"305","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Geoinformatics","G1","EWS","433","433"
"306","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Power Electronics","G1","ST","275","275"
"307","Round 1","Central University of Rajasthan","Computer Science & Engineering","G1","OPEN","476","448"
"308","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (Guided Missiles)","G1","SC","320","297"
"309","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Sensor Technology","G1","SC","334","295"
"310","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Radar and Communications)","G1","SC","323","300"
"311","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Modeling and Simulation","G1","ST","258","258"
"312","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Technology Management","G1","OPEN","461","397"
"313","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Data Science","G1","OPEN","661","556"
"314","Round 1","Central University of Punjab, Bathinda, Punjab","Computer Science & Technology","G1","OPEN","564","444"
"315","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology","G1","OBC-NCL","364","356"
"316","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Thermal and Propulsion","G1","OPEN","600","499"
"317","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Control Systems","G1","ST","323","323"
"318","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","G1","EWS","390","390"
"319","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","G1","EWS","506","506"
"320","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Materials Science and Technology","G1","OPEN","449","392"
"321","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Manufacturing Technology","G1","OBC-NCL","364","359"
"322","Round 1","Sardar Patel University of Police, Security and Criminal Justice Jodhpur","Cyber Security","G1","SC","318","269"
"323","Round 1","National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal","M. Tech. in Computer Science and Engineering (Bigdata Analytics)","G1","SC","410","317"
"324","Round 1","Jawaharlal Nehru University, New Delhi","Electronics and Communication Engineering","G1","SC","340","280"
"325","Round 1","NIELIT Deemed to be University- Ropar","Data Engineering","G2","ST","237","237"
"326","Round 1","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","G1","OBC-NCL","452","420"
"327","Round 1","National Institute of Electronics and Information Technology, Calicut","Automotive Electronics","G1","OPEN","463","397"
"328","Round 1","Central University Of Kashmir","Computer Science and Engineering","G1","EWS","346","344"
"329","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Control Systems","G1","OBC-NCL","441","429"
"330","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","RF and Microwave Engineering","G1","OBC-NCL","444","410"
